Row ID,Postal Code,Quantity,Discount,Profit,Ship Mode_First Class,Ship Mode_Same Day,Ship Mode_Second Class,Ship Mode_Standard Class,Segment_Consumer,Segment_Corporate,Segment_Home Office,Region_Central,Region_East,Region_South,Region_West,Sales,Sales_Range
229.0,38401.0,2.0,0.2,-1.2915313804622575,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4048820945607904,Above Average
230.0,38401.0,8.0,0.2,1.2558194568548424,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1907541911981672,Above Average
235.0,33614.0,3.0,0.2,-0.339055886254342,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8120018326540125,Above Average
240.0,60610.0,3.0,0.6,-0.4996952633853834,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.4538057767379053,Low
243.0,60610.0,3.0,0.6,-0.43672439140721403,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.9950223849161148,Low
250.0,94109.0,2.0,0.2,0.6787350681520882,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.011717726018265,Above Average
255.0,60623.0,9.0,0.6,-0.629162881193572,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.432415697572843,Low
273.0,94109.0,3.0,0.0,-0.2571249925051969,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.8719301105298465,Low
293.0,43229.0,3.0,0.5,-1.9682928712109902,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.09723279784967027,Average
294.0,80906.0,8.0,0.2,2.5522137091194033,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9493505002533181,Above Average
295.0,80906.0,3.0,0.2,0.3870273753173665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7109843109352882,Above Average
296.0,80906.0,3.0,0.2,-1.1680113334083413,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6639231027922581,Above Average
302.0,7109.0,4.0,0.0,1.0416569920033452,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.18527956578726062,Average
305.0,10024.0,2.0,0.0,0.12190819822396927,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.94281952311912,Below Average
310.0,80004.0,4.0,0.2,-0.21186030050503135,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.3023973765072847,Below Average
311.0,80004.0,2.0,0.2,1.5757775177389048,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3628605335303177,High
312.0,80004.0,1.0,0.2,-0.27874165578912447,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.2986045489625118,Below Average
314.0,7601.0,3.0,0.0,1.027615150003979,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.09214662032640016,Average
318.0,10024.0,1.0,0.1,0.5330918201934635,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2604275495263499,Average
326.0,37130.0,1.0,0.2,-0.3039738683005379,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.269253538090084,Below Average
339.0,94122.0,3.0,0.2,-0.9306640258088936,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.7613413232588282,High
355.0,10035.0,6.0,0.2,-0.5059458246136226,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1883511150882573,Above Average
365.0,10009.0,8.0,0.0,0.40806918660035935,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5549771903414817,Below Average
388.0,19140.0,1.0,0.2,-0.31181128746009773,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-2.1271179385072307,Low
414.0,94110.0,2.0,0.2,-0.964001292180159,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11413305839403777,Average
416.0,98105.0,4.0,0.2,0.6324963347636793,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9695698044117472,Above Average
418.0,90004.0,5.0,0.2,1.0547517285110293,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.176391974613507,Above Average
423.0,1841.0,4.0,0.0,0.1887108829074818,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.4225869301670299,Average
426.0,48187.0,2.0,0.0,0.05717106116534311,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.9044491843988106,Below Average
440.0,10024.0,3.0,0.1,-0.257615015665287,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.620828703259853,Above Average
441.0,48227.0,1.0,0.0,-0.20931999212978145,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.42825171677966,Low
445.0,48227.0,3.0,0.0,0.7159431376996023,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.758103954560218,Above Average
447.0,47201.0,1.0,0.0,-0.29097744330183206,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.13394723634616,Low
457.0,94521.0,2.0,0.2,-1.1589919461356908,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.22129127916983576,Average
463.0,85023.0,5.0,0.2,-0.08740962739885298,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0268554332446855,Below Average
469.0,79109.0,2.0,0.32,-1.5558684031388053,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6102384691079449,Above Average
473.0,94110.0,2.0,0.15,0.03556364818999869,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.681095910251876,Above Average
479.0,12180.0,3.0,0.0,0.35568778705080406,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6673925642905245,Below Average
486.0,90045.0,5.0,0.15,-1.3570509162535245,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.4566998745305135,High
498.0,92627.0,4.0,0.0,2.663123626762604,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8039486013752312,Above Average
499.0,92627.0,2.0,0.2,0.3127662187494601,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7530732206394315,Above Average
500.0,92627.0,9.0,0.0,0.486039159485223,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.27133245068299694,Average
503.0,80134.0,2.0,0.2,1.486639512526004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.902321935382583,High
511.0,64118.0,3.0,0.0,1.129673871514064,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2003786514590151,Average
523.0,48234.0,2.0,0.0,0.42139129263280223,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.6338793791271277,Above Average
527.0,33801.0,3.0,0.2,1.2155160746581666,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.7402409931528335,High
528.0,33801.0,3.0,0.2,-0.15658759631899205,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5768947166986854,Below Average
532.0,90036.0,1.0,0.2,0.08771340264506465,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.546321554785795,Above Average
533.0,90032.0,3.0,0.0,-0.2545039437896192,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5426129886076317,Below Average
540.0,42420.0,4.0,0.0,2.259648302094591,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8979877404209387,Above Average
553.0,32216.0,1.0,0.2,-0.12440842566110541,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7731326115721706,Below Average
560.0,94110.0,3.0,0.0,0.25805485420989427,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6266459049343478,Below Average
563.0,33614.0,3.0,0.2,-0.20545495365345598,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.3866502210190965,Below Average
570.0,98105.0,3.0,0.2,-0.339055886254342,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.330111340159496,High
580.0,60610.0,1.0,0.6,-0.5350523106513393,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.6120601045189122,Low
587.0,40475.0,1.0,0.0,-0.16275499187062795,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2532204091153429,Average
604.0,33614.0,3.0,0.2,-0.15658759631899205,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5768947166986854,Below Average
617.0,10011.0,2.0,0.0,0.22799820678289928,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.6625330869365065,Below Average
618.0,10011.0,2.0,0.0,-0.23016044945539776,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.5449620182339097,Low
621.0,10011.0,3.0,0.0,0.6475715986664236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.0878857523959698,Average
627.0,10009.0,7.0,0.0,0.09388328901626672,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.7524563774641185,Below Average
636.0,31088.0,3.0,0.0,1.2330682966143585,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.1985754440781764,Above Average
641.0,55407.0,3.0,0.0,-0.12474581048328061,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.1686235756582757,Below Average
649.0,98661.0,4.0,0.0,-0.1233388015196388,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.3158300332348833,Below Average
658.0,60505.0,2.0,0.3,-2.0143313567516117,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.7657181300669738,High
669.0,44105.0,5.0,0.2,-0.027611806834953418,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8598669930839975,Below Average
670.0,60653.0,3.0,0.6,-0.8276317835394602,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.015539618961619,Below Average
679.0,75701.0,3.0,0.6,-1.7223538837545547,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.13792841093053643,Average
689.0,10035.0,2.0,0.2,-0.16880530985465367,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5520161713625821,Above Average
690.0,22980.0,1.0,0.0,0.1834759179957852,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04367430306423452,Average
702.0,44105.0,3.0,0.2,-0.1922231529249764,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3049369397865944,Below Average
703.0,98103.0,3.0,0.0,0.9554663185490977,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6293181273259408,Above Average
704.0,90805.0,3.0,0.2,-0.8103755095106614,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1417835489707981,Above Average
717.0,19901.0,2.0,0.0,-0.23016044945539776,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.5449620182339097,Low
718.0,43055.0,3.0,0.2,0.5447525841133992,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.036336240586025366,Average
720.0,84057.0,6.0,0.0,0.4541626350526484,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.22860122788862522,Average
724.0,19140.0,5.0,0.2,0.42190206055893753,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2235163282337286,Average
737.0,98115.0,1.0,0.0,0.33381447986803736,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.11521942264971514,Average
755.0,90036.0,4.0,0.0,0.7019605034302526,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.16265479440614955,Average
769.0,33710.0,2.0,0.2,0.5023672981081783,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9806676434244914,Above Average
776.0,50315.0,7.0,0.0,0.18210375990890362,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.7716266572676556,Below Average
778.0,94110.0,3.0,0.2,1.143832633947641,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.5119681493984771,High
784.0,43229.0,1.0,0.5,-0.8689011152695337,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7538106407517289,Below Average
788.0,93534.0,2.0,0.2,0.92655739347493,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0872719882102482,Above Average
792.0,23223.0,3.0,0.0,2.591099893907679,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0437792600875744,Above Average
800.0,92530.0,5.0,0.2,0.2992025347446235,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8979877404209387,Above Average
801.0,92105.0,1.0,0.0,-0.07777305153583355,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-1.0641974610398164,Below Average
805.0,94122.0,2.0,0.0,-0.11805434985160723,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1873617181086094,Below Average
808.0,68104.0,2.0,0.0,0.05717106116534311,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.9044491843988106,Below Average
814.0,92704.0,2.0,0.0,-0.11805434985160723,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.1873617181086094,Below Average
842.0,10035.0,4.0,0.2,-0.006909255865833347,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5249831946101963,Above Average
848.0,40214.0,3.0,0.0,2.510771364051236,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9107403950785788,Above Average
849.0,44052.0,4.0,0.2,-0.03380227600854437,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5284255136155017,Below Average
854.0,10035.0,2.0,0.0,0.18748376277119877,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5963992129706982,Below Average
867.0,22153.0,1.0,0.0,0.4285935455884859,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4847868532001162,Average
876.0,3301.0,3.0,0.0,2.0200447026929593,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0146392976138718,Above Average
884.0,48227.0,5.0,0.0,0.020011580812848376,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.8371951657115622,Below Average
885.0,14609.0,2.0,0.0,-0.1280618873974125,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2156799085784298,Below Average
907.0,10009.0,4.0,0.2,0.09486825999138875,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0161968216107025,Above Average
913.0,6360.0,6.0,0.0,-0.014140293217491147,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0650611822178793,Below Average
914.0,53209.0,1.0,0.0,0.35384400684756895,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.557716000494184,Below Average
916.0,78207.0,2.0,0.3,-0.96739387940336,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.011775488167720123,Average
917.0,78207.0,4.0,0.3,-2.241760560834442,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.8976491215310194,High
948.0,19120.0,7.0,0.2,-0.778133382536298,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.4611014502166098,High
949.0,19120.0,6.0,0.2,2.42900371876687,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.1412707858927944,High
953.0,19143.0,4.0,0.2,-0.06677138572051351,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9761674756574852,Below Average
955.0,78664.0,2.0,0.32,-0.7338528817386617,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.1729905425849054,Average
960.0,92054.0,2.0,0.0,1.6010735203539408,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6071292588013123,Above Average
961.0,94110.0,2.0,0.2,0.6787350681520882,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.011717726018265,Above Average
971.0,19134.0,6.0,0.2,0.6956295839427366,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20556691776086558,Average
984.0,80027.0,5.0,0.2,2.427057805858619,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6153436608541887,High
989.0,13021.0,5.0,0.0,2.3274483278825775,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.4678171121010188,High
999.0,42420.0,5.0,0.0,-0.012119848445057535,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0121986216120817,Below Average
1000.0,42420.0,7.0,0.0,0.12368044322702738,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.801269058671263,Below Average
1011.0,92037.0,4.0,0.0,0.6484283254427188,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3520393366795564,Average
1012.0,98502.0,3.0,0.0,1.3566275342503147,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.37131559539045067,Average
1017.0,10011.0,2.0,0.0,-0.10061065303979332,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.3505413050856772,Below Average
1018.0,10011.0,3.0,0.0,1.9966358622885645,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.3743922997888511,Above Average
1032.0,7601.0,9.0,0.0,1.5615463860998098,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.18609924155115776,Average
1037.0,65109.0,2.0,0.0,-0.030009583360421928,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.1003702327142893,Average
1048.0,33142.0,3.0,0.2,-0.4711721726163374,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.030945360986044945,Average
1051.0,19134.0,2.0,0.2,-1.3316629067376655,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4402376303481657,Above Average
1053.0,19134.0,9.0,0.2,1.726089647440598,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.8946884741094748,Above Average
1055.0,10009.0,2.0,0.0,0.4822043206236283,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.07670591416067267,Average
1061.0,77095.0,2.0,0.3,-1.3240560478931451,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07205273557630569,Average
1068.0,94122.0,4.0,0.2,0.09705557909907761,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5647990784309862,Above Average
1090.0,28110.0,2.0,0.2,-0.26862904272359356,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.824742501712142,Below Average
1098.0,90049.0,5.0,0.2,0.06151176423985795,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.3230382606906392,High
1100.0,94122.0,3.0,0.0,-0.1937130982509874,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.6158769479970176,Low
1107.0,77041.0,2.0,0.6,-0.36535038937707104,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.219648596474014,Low
1115.0,92024.0,1.0,0.15,-0.7706018063662403,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15756803814239193,Average
1124.0,72401.0,4.0,0.0,0.0754060820021006,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6957299057870949,Below Average
